Player,Salary,Year
Marcus Smart,3283320,2015
Jason Smith,3278000,2015
Bojan Bogdanovic,3278000,2015
Evan Turner,3278000,2015
Gary Neal,3250000,2015
Carlos Delfino,3250000,2015
Alec Burks,3201369,2015
Anthony Morrow,3200000,2015
Alexey Shved,3198723,2015
Markieff Morris,3153860,2015
Quincy Pondexter,3146068,2015
Dorell Wright,3145000,2015
Chris Copeland,3130000,2015
Marcus Morris,3105301,2015
Joel Freeland,3100000,2015
Klay Thompson,3075880,2015
Kawhi Leonard,3053368,2015
Harrison Barnes,3049920,2015
Ben McLemore,3026280,2015
DJ Augustin,3000000,2015
Jerryd Bayless,3000000,2015
Kosta Koufos,3000000,2015
Anthony Tolliver,3000000,2015
Randy Foye,3000000,2015
Mike Dunleavy,3000000,2015
Julius Randle,2997360,2015
Will Bynum,2915908,2015
Nikola Vucevic,2902757,2015
Marco Belinelli,2873750,2015
Furkan Aldemir,2810305,2015
Terrence Ross,2793960,2015
Kentavious Caldwell-Pope,2772480,2015
Iman Shumpert,2761113,2015
Luke Ridnour,2750000,2015
Nik Stauskas,2745840,2015
Udonis Haslem,2732000,2015
Brian Roberts,2732000,2015
Kirk Hinrich,2730000,2015
Andre Drummond,2568360,2015
Trey Burke,2548560,2015
Noah Vonleh,2524200,2015
Tobias Harris,2511432,2015
James Johnson,2500000,2015
DeMarre Carroll,2500000,2015
Austin Rivers,2439840,2015
Shelvin Mack,2433333,2015
CJ McCollum,2421000,2015
Elfrid Payton,2397840,2015
Kenneth Faried,2373537,2015
Reggie Jackson,2325680,2015
Meyers Leonard,2317920,2015
Michael Carter-Williams,2300040,2015
Doug McDermott,2277960,2015
Nick Collison,2242003,2015
Jeremy Lamb,2202000,2015
Steven Adams,2184960,2015
Norris Cole,2150188,2015
Cory Joseph,2134593,2015
Jimmy Butler,2119214,2015
Eric Maynor,2106720,2015
Nate Robinson,2106720,2015
Aron Baynes,2100000,2015
Steve Blake,2100000,2015
Danny Granger,2100000,2015
Jordan Farmar,2100000,2015
Vitor Faverani,2090000,2015
Ramon Sessions,2077000,2015
Beno Udrih,2077000,2015
CJ Watson,2077000,2015
Kelly Olynyk,2075760,2015
Zach LaVine,2055840,2015
DeJuan Blair,2000000,2015
Elton Brand,2000000,2015
Kent Bazemore,2000000,2015
John Henson,1987320,2015
Shabazz Muhammad,1971960,2015
TJ Warren,1953120,2015
Moe Harkless,1887840,2015
Samuel Dalembert,1885755,2015
Giannis Antetokounmpo,1873200,2015
Adreian Payne,1855320,2015
Ishmael Smith,1838615,2015
Jeff Ayres,1828750,2015
Anthony Randolph,1825359,2015
Jeremy Evans,1795000,2015
Joffrey Lauvergne,1790281,2015
Reggie Evans,1768654,2015
Lucas Nogueira,1762680,2015
Jusuf Nurkic,1762680,2015
Zoran Dragic,1756500,2015
Gigi Datome,1750000,2015
Tyler Zeller,1703760,2015
Dennis Schroeder,1690680,2015
James Young,1674480,2015
Pablo Prigioni,1662961,2015
Ryan Kelly,1650000,2015
Terrence Jones,1618680,2015
Shane Larkin,1606080,2015
Ronny Turiaf,1600000,2015
Miroslav Raduljica,1596056,2015
Tyler Ennis,1590720,2015
Andrew Nicholson,1545840,2015
Sergey Karasev,1533840,2015
Gary Harris,1519200,2015
Evan Fournier,1483920,2015
Donatas Motiejunas,1483920,2015
Tony Snell,1472400,2015
Bruno Caboclo,1458360,2015
Rasual Butler,1448490,2015
Matt Bonner,1448490,2015
Willie Green,1448490,2015
Hidayet Turkoglu,1448490,2015
Leandro Barbosa,1448490,2015
Richard Jefferson,1448490,2015
Shawn Marion,1448490,2015
James Jones,1448490,2015
Nazr Mohammed,1448490,2015
Jannero Pargo,1448490,2015
Jared Sullinger,1424520,2015
Gorgui Dieng,1413480,2015
Mitch McGary,1400040,2015
Victor Claver,1370000,2015
Mason Plumlee,1357080,2015
Jordan Adams,1344120,2015
Sebastian Telfair,1316809,2015
Ronnie Price,1316809,2015
Francisco Garcia,1316809,2015
Charlie Villanueva,1316809,2015
Jason Maxiell,1316809,2015
John Jenkins,1312920,2015
Ryan Hollins,1310286,2015
Solomon Hill,1302840,2015
Louis Amundson,1294868,2015
Rodney Hood,1290360,2015
Alan Anderson,1276061,2015
Austin Daye,1263550,2015
Bernard James,1259775,2015
Tim Hardaway Jr,1250640,2015
Pero Antic,1250000,2015
Shabazz Napier,1238640,2015
Jordan Hamilton,1232610,2015
Rodney Stuckey,1227985,2015
Aaron Gray,1227985,2015
Shavlik Randolph,1227985,2015
Jeff Adrien,1217698,2015
Tony Wroten,1210080,2015
Reggie Bullock,1200720,2015
Clint Capela,1189200,2015
Miles Plumlee,1169880,2015
Andre Roberson,1160880,2015
PJ Hairston,1149720,2015
Shawne Williams,1145685,2015
Brandon Rush,1145685,2015
Cartier Martin,1145685,2015
Arnett Moultrie,1136160,2015
Christapher Johnson,1135974,2015
Perry Jones,1129200,2015
Rudy Gobert,1127400,2015
Marquis Teague,1120920,2015
Festus Ezeli,1112880,2015
Archie Goodwin,1112280,2015
CJ Wilcox,1109760,2015
Nemanja Nedovic,1104240,2015
Damjan Rudez,1100000,2015
Kyle Anderson,1093680,2015
Kyle Singler,1090000,2015
Xavier Henry,1082000,2015
Omri Casspi,1063384,2015
Alonzo Gee,1063384,2015
Wayne Ellington,1063384,2015
Toure Murry,1000000,2015
Robert Covington,1000000,2015
John Salmons,1000000,2015
Garrett Temple,981084,2015
Greg Stiemsma,981084,2015
Cole Aldrich,981084,2015
Luke Babbitt,981084,2015
Alexis Ajinca,981084,2015
Ed Davis,981084,2015
Wesley Johnson,981084,2015
Ekpe Udoh,981084,2015
Al-Farouq Aminu,981084,2015
Jon Leuer,967500,2015
Jorge Gutierrez,960566,2015
Ricky Ledo,960566,2015
Jimmer Fredette,948163,2015
Lavoy Allen,948163,2015
Donald Sloan,948163,2015
Joey Dorsey,948163,2015
Greg Smith,948163,2015
E'Twaun Moore,948163,2015
Lance Thomas,937004,2015
Kendall Marshall,915243,2015
Henry Sims,915243,2015
Kyle O'Quinn,915243,2015
Quincy Acy,915243,2015
Darius Miller,915243,2015
Khris Middleton,915243,2015
Robert Sacre,915243,2015
Patrick Beverley,915243,2015
Draymond Green,915243,2015
Will Barton,915243,2015
Aaron Brooks,915243,2015
Jeffery Taylor,915243,2015
Chris Douglas-Roberts,915243,2015
Jae Crowder,915243,2015
Nate Wolters,904854,2015
Gal Mekel,888524,2015
Jerami Grant,884879,2015
Devyn Marble,884879,2015
Joe Harris,884879,2015
Robbie Hummel,880000,2015
Jamaal Franklin,864510,2015
Allen Crabbe,862000,2015
Dante Cunningham,831941,2015
Damien Inglis,820000,2015
Kenyon Martin,818049,2015
Grant Jerrett,816482,2015
Carrick Felix,816482,2015
Ray McCallum,816482,2015
Tony Mitchell,816482,2015
Isaiah Canaan,816482,2015
Hollis Thompson,816482,2015
Dewayne Dedmon,816482,2015
Jeff Withey,816482,2015
Justin Hamilton,816482,2015
Nick Calathes,816482,2015
Justin Holiday,816482,2015
Ognjen Kuzmic,816482,2015
Matthew Dellavedova,816482,2015
Troy Daniels,816482,2015
Jerome Jordan,816482,2015
Phil Pressey,816482,2015
Mike Muscala,816482,2015
Ian Clark,816481,2015
Darius Morris,803149,2015
Hassan Whiteside,775191,2015
Dahntay Jones,721169,2015
Malcolm Thomas,713910,2015
Spencer Dinwiddie,700000,2015
Johnny O'Bryant,600000,2015
Joe Ingles,507336,2015
Eric Moreland,507336,2015
JaKarr Sampson,507336,2015
Travis Wear,507336,2015
Cleanthony Early,507336,2015
Patric Young,507336,2015
Glenn Robinson III,507336,2015
James Ennis,507336,2015
Russ Smith,507336,2015
Jarnell Stokes,507336,2015
Tarik Black,507336,2015
Jordan Clarkson,507336,2015
Shayne Whittington,507336,2015
Nick Johnson,507336,2015
KJ McDaniels,507336,2015
Erick Green,507336,2015
Dwight Powell,507336,2015
Cameron Bairstow,507336,2015
Cory Jefferson,507336,2015
Markel Brown,507336,2015
AJ Price,493917,2015
John Lucas,491968,2015
Reggie Williams,487905,2015
Glen Rice Jr,470677,2015
Quincy Miller,398393,2015
Lorenzo Brown,390082,2015
Earl Barron,390063,2015
Michael Beasley,330225,2015
Henry Walker,311634,2015
Elijah Millsap,301417,2015
Langston Galloway,295455,2015
Tyler Johnson,280526,2015
Andre Dawkins,271697,2015
Toney Douglas,268973,2015
James Michael McAdoo,259634,2015
Metta World Peace,250000,2015
JaMychal Green,244712,2015
Shannon Brown,215811,2015
Alex Kirk,214871,2015
Kalin Lucas,173008,2015
Elliot Williams,161511,2015
Bryce Cotton,152200,2015
Jack Cooley,152199,2015
Brandon Davies,129676,2015
Earl Clark,125104,2015
Lester Hudson,111548,2015
Tim Frazier,107435,2015
Will Cherry,106567,2015
Jabari Brown,104450,2015
Jarvis Varnado,75000,2015
Drew Gordon,73657,2015
David Stockton,59686,2015
Jerel McNeal,59686,2015
Larry Drew II,53716,2015
Seth Curry,48028,2015
Arinze Onuaku,48028,2015
Dwight Buycks,48028,2015
Vander Blue,48028,2015
Chris Babb,48028,2015
Malcolm Lee,37686,2015
Sim Bhullar,35000,2015
David Wear,29843,2015
Sean Kilpatrick,29843,2015
Jarell Eddie,29843,2015
Josh Davis,20000,2015
