Player,Salary,Year
Kobe Bryant,24806250,2011
Rashard Lewis,19573711,2011
Kevin Garnett,18800000,2011
Tim Duncan,18700000,2011
Michael Redd,18300000,2011
Andrei Kirilenko,17823000,2011
Pau Gasol,17823000,2011
Gilbert Arenas,17730694,2011
Yao Ming,17686100,2011
Zach Randolph,17666666,2011
Vince Carter,17300000,2011
Dirk Nowitzki,17278618,2011
Carmelo Anthony,17149243,2011
Dwight Howard,16647180,2011
Kenyon Martin,16545454,2011
Amare Stoudemire,16486611,2011
Joe Johnson,16324500,2011
Elton Brand,15959099,2011
Predrag Stojakovic,15532320,2011
Chris Paul,14940153,2011
Deron Williams,14940152,2011
Chris Bosh,14500000,2011
LeBron James,14500000,2011
Jason Richardson,14444444,2011
Carlos Boozer,14400000,2011
Dwyane Wade,14200000,2011
Paul Pierce,13876321,2011
Andrew Bynum,13700000,2011
Rudy Gay,13603750,2011
Brandon Roy,13520500,2011
Tony Parker,13500000,2011
Samuel Dalembert,13428129,2011
Antawn Jamison,13358905,2011
Nick Collison,13250000,2011
Chauncey Billups,13150000,2011
Al Jefferson,13000000,2011
Baron Davis,13000000,2011
Tyson Chandler,12600000,2011
Richard Hamilton,12500000,2011
Andre Iguodala,12345250,2011
Troy Murphy,11968253,2011
Manu Ginobili,11854584,2011
Chris Kaman,11800000,2011
Marcus Camby,11749832,2011
Josh Smith,11600000,2011
Eddy Curry,11530592,2011
Emeka Okafor,11495000,2011
Nenê,11360000,2011
Luol Deng,11345000,2011
LaMarcus Aldridge,11244000,2011
Tayshaun Prince,11148760,2011
Kevin Martin,11100005,2011
Andrew Bogut,11000000,2011
Monta Ellis,11000000,2011
Danny Granger,10973202,2011
David Lee,10800000,2011
Ben Gordon,10800000,2011
Jamal Crawford,10800000,2011
Jason Terry,10650000,2011
Mike Dunleavy,10561984,2011
Caron Butler,10561960,2011
Gerald Wallace,10500000,2011
Steve Nash,10310938,2011
Hidayet Turkoglu,10215850,2011
Ray Allen,10000000,2011
Mehmet Okur,9945000,2011
Corey Maggette,9600000,2011
Maurice Williams,9300000,2011
Rajon Rondo,9090911,2011
Jose Calderon,9000000,2011
Andris Biedrins,9000000,2011
Boris Diaw,9000000,2011
Kirk Hinrich,9000000,2011
Devin Harris,8981000,2011
Jason Kidd,8610500,2011
Andrea Bargnani,8500000,2011
TJ Ford,8500000,2011
Stephen Jackson,8453250,2011
Richard Jefferson,8400000,2011
David West,8287500,2011
Lamar Odom,8200000,2011
John Salmons,8000000,2011
Jameer Nelson,7800000,2011
Luis Scola,7775378,2011
Marko Jaric,7625000,2011
Paul Millsap,7600000,2011
Raymond Felton,7500000,2011
Joel Przybilla,7405300,2011
Shane Battier,7354500,2011
Shawn Marion,7305500,2011
Anderson Varejao,7281818,2011
Andre Miller,7269264,2011
JJ Redick,7250000,2011
Dan Gadzuric,7248325,2011
James Posey,7148800,2011
Leandro Barbosa,7100000,2011
Charlie Villanueva,7020000,2011
Travis Outlaw,7000000,2011
Brendan Haywood,6900000,2011
Nazr Mohammed,6883800,2011
Jared Jeffries,6883800,2011
Vladimir Radmanovic,6883800,2011
Andres Nocioni,6850000,2011
Greg Oden,6760524,2011
JR Smith,6757851,2011
Marvin Williams,6712500,2011
Morris Peterson,6665000,2011
Jeff Foster,6655000,2011
Jason Kapono,6641440,2011
Tyrus Thomas,6611570,2011
Josh Childress,6500000,2011
Beno Udrih,6478600,2011
DeSagana Diop,6478600,2011
Marcin Gortat,6322320,2011
Trevor Ariza,6322320,2011
Metta World Peace,6322320,2011
Rasheed Wallace,6322320,2011
Kevin Durant,6053663,2011
Andray Blatche,5900000,2011
Wesley Matthews,5765000,2011
Al Harrington,5765000,2011
Jermaine O'Neal,5765000,2011
Drew Gooden,5760000,2011
Kyle Lowry,5750000,2011
Mike Bibby,5564767,2011
Derrick Rose,5546160,2011
Nenad Krstic,5543116,2011
Francisco Garcia,5500000,2011
Jamaal Tinsley,5500000,2011
Sasha Vujacic,5475113,2011
Al Horford,5444857,2011
Blake Griffin,5357280,2011
Mickael Pietrus,5300000,2011
Luke Walton,5260000,2011
Channing Frye,5200000,2011
John Wall,5144280,2011
Reggie Evans,5080000,2011
Amir Johnson,5000000,2011
Louis Williams,5000000,2011
Mike Miller,5000000,2011
Jason Maxiell,5000000,2011
Kyle Korver,5000000,2011
Linas Kleiza,4995000,2011
Michael Beasley,4962240,2011
Mike Conley,4913007,2011
Antonio McDyess,4860000,2011
Marcus Banks,4847586,2011
Darius Songaila,4818000,2011
Martell Webster,4800000,2011
Hasheem Thabeet,4793280,2011
Ronnie Brewer,4790000,2011
Kendrick Perkins,4640208,2011
Evan Turner,4602720,2011
Jarrett Jack,4600000,2011
Chris Andersen,4533300,2011
OJ Mayo,4456200,2011
Jeff Green,4455988,2011
Charlie Bell,4447792,2011
Brad Miller,4400000,2011
Darko Milicic,4325000,2011
James Harden,4304520,2011
Matt Carroll,4300000,2011
Zaza Pachulia,4251250,2011
Hakim Warrick,4250000,2011
Randy Foye,4250000,2011
Nate Robinson,4200000,2011
DeShawn Stevenson,4151786,2011
Derrick Favors,4133280,2011
Yi Jianlian,4050499,2011
Russell Westbrook,4017720,2011
Daniel Gibson,4015334,2011
Brandon Bass,4000000,2011
Ronny Turiaf,4000000,2011
Luke Ridnour,4000000,2011
Nikola Pekovic,4000000,2011
Steve Blake,4000000,2011
Ryan Gomes,4000000,2011
Anthony Morrow,4000000,2011
Willie Green,3976000,2011
Ramon Sessions,3964320,2011
Tyreke Evans,3880920,2011
Jordan Farmar,3750000,2011
Wesley Johnson,3726600,2011
Corey Brewer,3703472,2011
CJ Miles,3700000,2011
Derek Fisher,3700000,2011
Kevin Love,3638280,2011
Timofey Mozgov,3567096,2011
Chris Duhon,3500000,2011
Carlos Delfino,3500000,2011
Udonis Haslem,3500000,2011
Dorell Wright,3500000,2011
Shaun Livingston,3500000,2011
Marc Gasol,3480000,2011
Tiago Splitter,3400000,2011
Brandan Wright,3398072,2011
DeMarcus Cousins,3374640,2011
Grant Hill,3324000,2011
Danilo Gallinari,3304560,2011
Kelenna Azubuike,3300000,2011
Joel Anthony,3300000,2011
Glen Davis,3300000,2011
Thabo Sefolosha,3250000,2011
Will Bynum,3250000,2011
Johan Petro,3250000,2011
Kris Humphries,3200000,2011
Jonny Flynn,3192000,2011
Joakim Noah,3128536,2011
CJ Watson,3100000,2011
Ekpe Udoh,3065040,2011
Eric Gordon,3016680,2011
Josh Howard,3000000,2011
Raja Bell,3000000,2011
Matt Bonner,3000000,2011
Carl Landry,3000000,2011
Tony Allen,3000000,2011
Jamario Moon,3000000,2011
Chris Wilcox,3000000,2011
Eduardo Najera,3000000,2011
Spencer Hawes,2974320,2011
Stephen Curry,2913840,2011
Thaddeus Young,2901241,2011
Julian Wright,2858057,2011
Anthony Parker,2855700,2011
Al Thornton,2814196,2011
Greg Monroe,2798040,2011
Rodney Stuckey,2767126,2011
Sebastian Telfair,2700000,2011
Jordan Hill,2669520,2011
Nick Young,2630503,2011
Al-Farouq Aminu,2563320,2011
DJ Augustin,2540400,2011
Maurice Evans,2500000,2011
David Andersen,2500000,2011
Dahntay Jones,2500000,2011
Marquis Daniels,2470000,2011
DeMar DeRozan,2453880,2011
Brook Lopez,2413320,2011
Rasual Butler,2400000,2011
Marco Belinelli,2380270,2011
Gordon Hayward,2356320,2011
Ryan Hollins,2333333,2011
Brandon Jennings,2331120,2011
Ersan Ilyasova,2320500,2011
Craig Smith,2300000,2011
Jerryd Bayless,2292600,2011
Quentin Richardson,2265000,2011
Paul George,2238360,2011
Louis Amundson,2225000,2011
Terrence Williams,2214480,2011
Anthony Tolliver,2200000,2011
Shannon Brown,2200000,2011
Jason Smith,2187913,2011
Jason Thompson,2178000,2011
Daequan Cook,2169857,2011
Jared Dudley,2151068,2011
Wilson Chandler,2130482,2011
Cole Aldrich,2126520,2011
Gerald Henderson,2103840,2011
Ben Wallace,2080000,2011
Brandon Rush,2069049,2011
Xavier Henry,2020200,2011
Aaron Brooks,2016692,2011
Keyon Dooling,2000000,2011
Tyler Hansbrough,1998600,2011
Chuck Hayes,1972500,2011
Goran Dragic,1972000,2011
Anthony Randolph,1965720,2011
Arron Afflalo,1959577,2011
Ed Davis,1919160,2011
Earl Clark,1898760,2011
